recipeId,slug,title,sourceName,visualType,visualConfidence,reviewStatus,status,targetFilename,imagePath,thumbnailPath,imagePrompt
nosalty-citromos-oreganos-csirkecomb-gorogosen,citromos-oreganos-csirkecomb-gorogosen,Citromos oreganós csirkecomb görögösen,Nosalty,roasted-chicken,high,approved,generated,citromos-oreganos-csirkecomb-gorogosen.webp,/assets/recipes/images/citromos-oreganos-csirkecomb-gorogosen.webp,/assets/recipes/images/thumbnails/citromos-oreganos-csirkecomb-gorogosen.webp,"Recipe title: Citromos oreganós csirkecomb görögösen. Create a chicken main dish with visible csirkecomb, citrom, oregano, feherbor. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkecomb, citrom, oregano, feherbor. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-citromos-turotorta,citromos-turotorta,Citromos túrótorta,Nosalty,omelette,high,needs-review,generated,citromos-turotorta.webp,/assets/recipes/images/citromos-turotorta.webp,/assets/recipes/images/thumbnails/citromos-turotorta.webp,"Recipe title: Citromos túrótorta. Create a plated egg breakfast with visible turo, kremsajt, citromle, citromhej, keksz alap. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: turo, kremsajt, citromle, citromhej, keksz alap. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-citromszelet-haidy-konyhajabol,citromszelet-haidy-konyhajabol,Citromszelet Haidy konyhájából,Nosalty,chia-pudding,high,pending,missing,citromszelet-haidy-konyhajabol.webp,/assets/recipes/images/citromszelet-haidy-konyhajabol.webp,/assets/recipes/images/thumbnails/citromszelet-haidy-konyhajabol.webp,"Recipe title: Citromszelet Haidy konyhájából. Create a chia pudding breakfast cup with visible finomliszt bl55, tojassargaja, margarin, tejfol 20 os, kk szodabikarbona. The dish must read visually as a creamy chia pudding in a small glass or ceramic bowl with fruit topping. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: finomliszt bl55, tojassargaja, margarin, tejfol 20 os, kk szodabikarbona. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-citromtorta-meringue-vel,citromtorta-meringue-vel,Citromtorta meringue-vel,Nosalty,pasta,high,needs-review,generated,citromtorta-meringue-vel.webp,/assets/recipes/images/citromtorta-meringue-vel.webp,/assets/recipes/images/thumbnails/citromtorta-meringue-vel.webp,"Recipe title: Citromtorta meringue-vel. Create a pasta plate with visible citromle, omlos teszta, tojasfeherje. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: citromle, omlos teszta, tojasfeherje. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-coleslaw-salata,coleslaw-salata,Coleslaw saláta,Nosalty,salad,high,approved,generated,coleslaw-salata.webp,/assets/recipes/images/coleslaw-salata.webp,/assets/recipes/images/thumbnails/coleslaw-salata.webp,"Recipe title: Coleslaw saláta. Create a composed salad with visible feherkaposzta, sargarepa, majonez, ecet. The dish must read visually as a fresh composed salad in a bowl or shallow plate with colorful ingredients. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: feherkaposzta, sargarepa, majonez, ecet. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-coq-au-vin-blanc-feherboros-csirke,coq-au-vin-blanc-feherboros-csirke,Coq au vin blanc fehérboros csirke,Nosalty,roasted-chicken,high,needs-review,generated,coq-au-vin-blanc-feherboros-csirke.webp,/assets/recipes/images/coq-au-vin-blanc-feherboros-csirke.webp,/assets/recipes/images/thumbnails/coq-au-vin-blanc-feherboros-csirke.webp,"Recipe title: Coq au vin blanc fehérboros csirke. Create a chicken main dish with visible csirkecomb, feherbor, gyongyhagyma, gomba, bacon. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkecomb, feherbor, gyongyhagyma, gomba, bacon. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-cornbread,cornbread-az-amerikai-kukoricakenyer,"Cornbread, az amerikai kukoricakenyér",Nosalty,omelette,high,needs-review,generated,cornbread-az-amerikai-kukoricakenyer.webp,/assets/recipes/images/cornbread-az-amerikai-kukoricakenyer.webp,/assets/recipes/images/thumbnails/cornbread-az-amerikai-kukoricakenyer.webp,"Recipe title: Cornbread, az amerikai kukoricakenyér. Create a plated egg breakfast with visible citromle, napraforgo olaj, kukoricadara, finomliszt, kk szodabikarbona. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: citromle, napraforgo olaj, kukoricadara, finomliszt, kk szodabikarbona. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-creme-brulee,creme-brulee,Creme brulee,Nosalty,plated-main,low,needs-review,generated,creme-brulee.webp,/assets/recipes/images/creme-brulee.webp,/assets/recipes/images/thumbnails/creme-brulee.webp,"Recipe title: Creme brulee. Create a plated homemade family meal with visible tejszin, tojassargaja, vaniliarud, barna cukor. The dish must read visually as a plated homemade family meal on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: tejszin, tojassargaja, vaniliarud, barna cukor. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-cukkinicevaras-teszta,cukkinicevaras-teszta,Cukkinicévárás tészta,Nosalty,pasta,high,approved,generated,cukkinicevaras-teszta.webp,/assets/recipes/images/cukkinicevaras-teszta.webp,/assets/recipes/images/thumbnails/cukkinicevaras-teszta.webp,"Recipe title: Cukkinicévárás tészta. Create a pasta plate with visible linguine, cukkini, parmezan, citromle. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: linguine, cukkini, parmezan, citromle. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-cukkinifozelek,cukkinifozelek,Cukkinifőzelék,Nosalty,omelette,high,needs-review,generated,cukkinifozelek.webp,/assets/recipes/images/cukkinifozelek.webp,/assets/recipes/images/thumbnails/cukkinifozelek.webp,"Recipe title: Cukkinifőzelék. Create a plated egg breakfast with visible cukkini, tejfol, kapor. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: cukkini, tejfol, kapor. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-curry-csirketorta,curry-csirketorta,Curry csirketorta,Nosalty,stew,high,pending,missing,curry-csirketorta.webp,/assets/recipes/images/curry-csirketorta.webp,/assets/recipes/images/thumbnails/curry-csirketorta.webp,"Recipe title: Curry csirketorta. Create a hearty stew or one-pot meal with visible 400 450 g, csirkemellfile, kemenyito is van, gyomber edes befott, 1 befottes uveg. The dish must read visually as a hearty stew, ragu, or one-pot meal in a shallow bowl or plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: 400 450 g, csirkemellfile, kemenyito is van, gyomber edes befott, 1 befottes uveg. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-cseresznyes-darafelfujt,cseresznyes-darafelfujt,Cseresznyés darafelfújt,Nosalty,omelette,high,pending,missing,cseresznyes-darafelfujt.webp,/assets/recipes/images/cseresznyes-darafelfujt.webp,/assets/recipes/images/thumbnails/cseresznyes-darafelfujt.webp,"Recipe title: Cseresznyés darafelfújt. Create a plated egg breakfast with visible cseresznyebefott 720 ml, vanilias cukor, buzadara, mandulapehely, a forma kikenesehez. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: cseresznyebefott 720 ml, vanilias cukor, buzadara, mandulapehely, a forma kikenesehez. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-cseresznyes-muffin-glaser-konyhajabol,cseresznyes-muffin-glaser-konyhajabol,Cseresznyés muffin Glaser konyhájából,Nosalty,omelette,high,pending,missing,cseresznyes-muffin-glaser-konyhajabol.webp,/assets/recipes/images/cseresznyes-muffin-glaser-konyhajabol.webp,/assets/recipes/images/thumbnails/cseresznyes-muffin-glaser-konyhajabol.webp,"Recipe title: Cseresznyés muffin Glaser konyhájából. Create a plated egg breakfast with visible cseresznyebefott, finomliszt, teaskanal sutopor, iro, napraforgo olaj. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: cseresznyebefott, finomliszt, teaskanal sutopor, iro, napraforgo olaj. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-cseresznyes-nokedli-glaser-konyhajabol,cseresznyes-nokedli-glaser-konyhajabol,Cseresznyés nokedli Glaser konyhájából,Nosalty,pasta,high,pending,missing,cseresznyes-nokedli-glaser-konyhajabol.webp,/assets/recipes/images/cseresznyes-nokedli-glaser-konyhajabol.webp,/assets/recipes/images/thumbnails/cseresznyes-nokedli-glaser-konyhajabol.webp,"Recipe title: Cseresznyés nokedli Glaser konyhájából. Create a pasta plate with visible teszta nokedli, cseresznyebefott, habtejszin, fahej, a forma kikenesehez. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: teszta nokedli, cseresznyebefott, habtejszin, fahej, a forma kikenesehez. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-cseresznyes-sajttorta,cseresznyes-sajttorta,Cseresznyés sajttorta,Nosalty,cheesecake-bar,high,pending,missing,cseresznyes-sajttorta.webp,/assets/recipes/images/cseresznyes-sajttorta.webp,/assets/recipes/images/thumbnails/cseresznyes-sajttorta.webp,"Recipe title: Cseresznyés sajttorta. Create a cheesecake square with visible keksz albert, vaj lagy, mascarpone, porcukor, vaniliaaroma. The dish must read visually as a baked cheesecake square or slice with creamy filling and neat edges. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: keksz albert, vaj lagy, mascarpone, porcukor, vaniliaaroma. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-cseresznyes-teasuti,cseresznyes-teasuti,Cseresznyés teasüti,Nosalty,plated-main,low,pending,missing,cseresznyes-teasuti.webp,/assets/recipes/images/cseresznyes-teasuti.webp,/assets/recipes/images/thumbnails/cseresznyes-teasuti.webp,"Recipe title: Cseresznyés teasüti. Create a plated homemade family meal with visible porcukor, mandulaaroma, csepp etelfestek, finomliszt, 2 tk koktelcseresznyele. The dish must read visually as a plated homemade family meal on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: porcukor, mandulaaroma, csepp etelfestek, finomliszt, 2 tk koktelcseresznyele. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-cseresznyes-buzadaras-suti,cseresznyes-buzadaras-suti,Cseresznyés-búzadarás süti,Nosalty,dessert,low,pending,missing,cseresznyes-buzadaras-suti.webp,/assets/recipes/images/cseresznyes-buzadaras-suti.webp,/assets/recipes/images/thumbnails/cseresznyes-buzadaras-suti.webp,"Recipe title: Cseresznyés-búzadarás süti. Create a plated homemade family meal with visible cseresznyebefott magozott, cukor kristaly, evokanal buzadara, tasak vanilias pudingpor, babapiskota. The dish must read visually as a plated homemade dessert with clearly defined texture. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: cseresznyebefott magozott, cukor kristaly, evokanal buzadara, tasak vanilias pudingpor, babapiskota. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-cseresznyes-mascarpones-turotorta,cseresznyes-mascarpones-turotorta,Cseresznyés-mascarponés túrótorta,Nosalty,omelette,high,pending,missing,cseresznyes-mascarpones-turotorta.webp,/assets/recipes/images/cseresznyes-mascarpones-turotorta.webp,/assets/recipes/images/thumbnails/cseresznyes-mascarpones-turotorta.webp,"Recipe title: Cseresznyés-mascarponés túrótorta. Create a plated egg breakfast with visible vaj olvasztott, finomliszt, sutopor, a forma kikenesehez, cseresznyebefott magozott. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: vaj olvasztott, finomliszt, sutopor, a forma kikenesehez, cseresznyebefott magozott. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-cseresznyes-meggyes-mandulas-torta,cseresznyes-meggyes-mandulas-torta,Cseresznyés-meggyes-mandulás torta,Nosalty,cake-slice,medium,pending,missing,cseresznyes-meggyes-mandulas-torta.webp,/assets/recipes/images/cseresznyes-meggyes-mandulas-torta.webp,/assets/recipes/images/thumbnails/cseresznyes-meggyes-mandulas-torta.webp,"Recipe title: Cseresznyés-meggyes-mandulás torta. Create a plated homemade dessert slice with visible margarin, 30 dkg cukor, extra finom sutiliszt, sutopor, dkg mandula apritva. The dish must read visually as a plated slice or piece of homemade dessert with visible layers or texture. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: margarin, 30 dkg cukor, extra finom sutiliszt, sutopor, dkg mandula apritva. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-cseresznyes-nagyon-turos-muffin,cseresznyes-nagyon-turos-muffin,Cseresznyés-nagyon túrós muffin,Nosalty,pasta,high,pending,missing,cseresznyes-nagyon-turos-muffin.webp,/assets/recipes/images/cseresznyes-nagyon-turos-muffin.webp,/assets/recipes/images/thumbnails/cseresznyes-nagyon-turos-muffin.webp,"Recipe title: Cseresznyés-nagyon túrós muffin. Create a pasta plate with visible finomliszt, sutopor, vanilias cukor, tehenturo, tejfol. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: finomliszt, sutopor, vanilias cukor, tehenturo, tejfol. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-cseresznyetorta-mogyoros-tejszinnel,cseresznyetorta-mogyoros-tejszinnel,Cseresznyetorta mogyorós tejszínnel,Nosalty,omelette,high,pending,missing,cseresznyetorta-mogyoros-tejszinnel.webp,/assets/recipes/images/cseresznyetorta-mogyoros-tejszinnel.webp,/assets/recipes/images/thumbnails/cseresznyetorta-mogyoros-tejszinnel.webp,"Recipe title: Cseresznyetorta mogyorós tejszínnel. Create a plated egg breakfast with visible finomliszt, torokmogyoro daralt, teaskanal sutopor, vanilias cukor, evokanal viz. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: finomliszt, torokmogyoro daralt, teaskanal sutopor, vanilias cukor, evokanal viz. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-csicseriborsos-spinotos-curry,csicseriborsos-spinotos-curry,Csicseriborsós spinótos curry,Nosalty,stew,high,needs-review,generated,csicseriborsos-spinotos-curry.webp,/assets/recipes/images/csicseriborsos-spinotos-curry.webp,/assets/recipes/images/thumbnails/csicseriborsos-spinotos-curry.webp,"Recipe title: Csicseriborsós spinótos curry. Create a hearty stew or one-pot meal with visible csicseriborso, spenot, kokusztej, hagyma, curry por. The dish must read visually as a hearty stew, ragu, or one-pot meal in a shallow bowl or plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csicseriborso, spenot, kokusztej, hagyma, curry por. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-csirke-adobo,csirke-adobo,Csirke adobo,Nosalty,roasted-chicken,high,needs-review,generated,csirke-adobo.webp,/assets/recipes/images/csirke-adobo.webp,/assets/recipes/images/thumbnails/csirke-adobo.webp,"Recipe title: Csirke adobo. Create a chicken main dish with visible csirkecomb, szojaszosz, ecet, baberlevel. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkecomb, szojaszosz, ecet, baberlevel. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-csirke-cordon-bleu-sult-burgonya,csirke-cordon-bleu-sult-burgonyaval,Csirke cordon bleu sült burgonyával,Nosalty,roasted-chicken,high,pending,missing,csirke-cordon-bleu-sult-burgonyaval.webp,/assets/recipes/images/csirke-cordon-bleu-sult-burgonyaval.webp,/assets/recipes/images/thumbnails/csirke-cordon-bleu-sult-burgonyaval.webp,"Recipe title: Csirke cordon bleu sült burgonyával. Create a chicken main dish with visible csirkemellfile, pragai sonka, mortadella, edami sajt, ementali sajt. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkemellfile, pragai sonka, mortadella, edami sajt, ementali sajt. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-csirke-curry-kokusztejjel,csirke-curry-kokusztejjel,Csirke curry kókusztejjel,Nosalty,stew,high,needs-review,generated,csirke-curry-kokusztejjel.webp,/assets/recipes/images/csirke-curry-kokusztejjel.webp,/assets/recipes/images/thumbnails/csirke-curry-kokusztejjel.webp,"Recipe title: Csirke curry kókusztejjel. Create a hearty stew or one-pot meal with visible csirkemell, kokusztej, curry por, hagyma, paradicsom. The dish must read visually as a hearty stew, ragu, or one-pot meal in a shallow bowl or plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkemell, kokusztej, curry por, hagyma, paradicsom. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-csirke-marsala,csirke-marsala,Csirke Marsala,Nosalty,roasted-chicken,high,needs-review,generated,csirke-marsala.webp,/assets/recipes/images/csirke-marsala.webp,/assets/recipes/images/thumbnails/csirke-marsala.webp,"Recipe title: Csirke Marsala. Create a chicken main dish with visible csirkemell, marsala bor, gomba, hagyma, tejszin. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkemell, marsala bor, gomba, hagyma, tejszin. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-csirke-tikka,csirke-tikka,Csirke tikka,Nosalty,roasted-chicken,high,approved,generated,csirke-tikka.webp,/assets/recipes/images/csirke-tikka.webp,/assets/recipes/images/thumbnails/csirke-tikka.webp,"Recipe title: Csirke tikka. Create a chicken main dish with visible csirkemell, joghurt, tikka masala, citromle, gyomber. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkemell, joghurt, tikka masala, citromle, gyomber. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-csirkemell-gombamartassal,csirkemell-gombamartassal,Csirkemell gombamártással,Nosalty,roasted-chicken,high,needs-review,generated,csirkemell-gombamartassal.webp,/assets/recipes/images/csirkemell-gombamartassal.webp,/assets/recipes/images/thumbnails/csirkemell-gombamartassal.webp,"Recipe title: Csirkemell gombamártással. Create a chicken main dish with visible csirkemell, gomba, tejszin, hagyma. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkemell, gomba, tejszin, hagyma. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-csirkemell-mangos-salsa-szosszal,csirkemell-mangos-salsa-szosszal,Csirkemell mangós salsa szósszal,Nosalty,roasted-chicken,high,approved,generated,csirkemell-mangos-salsa-szosszal.webp,/assets/recipes/images/csirkemell-mangos-salsa-szosszal.webp,/assets/recipes/images/thumbnails/csirkemell-mangos-salsa-szosszal.webp,"Recipe title: Csirkemell mangós salsa szósszal. Create a chicken main dish with visible csirkemell, mango, koriander, lime, jalapeno. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkemell, mango, koriander, lime, jalapeno. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-csirkemell-mozarellaval-es-paradicsommal,csirkemell-mozarellaval-es-paradicsommal,Csirkemell mozarellával és paradicsommal,Nosalty,roasted-chicken,high,needs-review,generated,csirkemell-mozarellaval-es-paradicsommal.webp,/assets/recipes/images/csirkemell-mozarellaval-es-paradicsommal.webp,/assets/recipes/images/thumbnails/csirkemell-mozarellaval-es-paradicsommal.webp,"Recipe title: Csirkemell mozarellával és paradicsommal. Create a chicken main dish with visible csirkemell, mozzarella, paradicsom, bazsalikom, balzsamecet. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkemell, mozzarella, paradicsom, bazsalikom, balzsamecet. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-csirkemell-olajban-konfitalva,csirkemell-olajban-konfitalva,Csirkemell olajban konfitálva,Nosalty,roasted-chicken,high,needs-review,generated,csirkemell-olajban-konfitalva.webp,/assets/recipes/images/csirkemell-olajban-konfitalva.webp,/assets/recipes/images/thumbnails/csirkemell-olajban-konfitalva.webp,"Recipe title: Csirkemell olajban konfitálva. Create a chicken main dish with visible csirkemell, kakukkfu, citromhej. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkemell, kakukkfu, citromhej. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-csirkemell-parma-sonkaval-tekerve,csirkemell-parma-sonkaval-tekerve,Csirkemell Parma sonkával tekerve,Nosalty,roasted-chicken,high,approved,generated,csirkemell-parma-sonkaval-tekerve.webp,/assets/recipes/images/csirkemell-parma-sonkaval-tekerve.webp,/assets/recipes/images/thumbnails/csirkemell-parma-sonkaval-tekerve.webp,"Recipe title: Csirkemell Parma sonkával tekerve. Create a chicken main dish with visible csirkemell, parma sonka, zsalya, feherbor. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkemell, parma sonka, zsalya, feherbor. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-csirkemell-spenotos-toltve,csirkemell-spenotos-toltve,Csirkemell spenótos töltve,Nosalty,roasted-chicken,high,needs-review,generated,csirkemell-spenotos-toltve.webp,/assets/recipes/images/csirkemell-spenotos-toltve.webp,/assets/recipes/images/thumbnails/csirkemell-spenotos-toltve.webp,"Recipe title: Csirkemell spenótos töltve. Create a chicken main dish with visible csirkemell, spenot, kremsajt, parmezan. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkemell, spenot, kremsajt, parmezan. No text, no watermark, no logo, no brand packaging, no people, no hands."
